uid	new_split	dataset	original_split	doc_id	sent_id	sentence	marked_sentence	source	target	trigger	arguments	event_type	gold_binary
687	train	ace	train	779	1118	this would be representing m1-a1 tanks coming towards the bridge firing.	this would be representing <s>m1-a1 tanks</s> coming towards <t>the bridge</t> firing.	Vehicle:m1-a1 tanks	Destination:the bridge	coming	{'Vehicle': ['m1-a1 tanks'], 'Destination': ['the bridge']}	Movement:Transport	1
689	train	ace	test	3801	1110	The charismatic leader of Turkey's governing party was named prime minister Tuesday, a step that probably boosts chances that the United States will get permission to deploy troops in the country along Iraq's northern border.	The charismatic leader of Turkey's governing party was named prime minister Tuesday, a step that probably boosts chances that <s>the United States</s> will get permission to deploy troops in the country along <t>Iraq's northern border</t>.	Agent:the United States	Destination:Iraq's northern border	deploy	{'Artifact': ['troops'], 'Agent': ['the United States'], 'Destination': ['the country', "Iraq's northern border"]}	Movement:Transport	1
691	train	ace	dev	3526	638	With marathon talks at the top world body failing late Thursday to reconcile French and Russian opposition to US-British war plans, the United States upped its military presence, deploying more missile-firing warships to the Red Sea.	With marathon talks at the top world body failing late Thursday to reconcile French and Russian opposition to US-British war plans, <s>the United States</s> upped its military presence, deploying more missile-firing warships to <t>the Red Sea</t>.	Agent:the United States	Destination:the Red Sea	deploying	{'Artifact': ['more missile-firing warships'], 'Agent': ['the United States'], 'Destination': ['the Red Sea']}	Movement:Transport	1
693	train	ace	train	3213	1090	he was escorted into iraq tuesday by u.s. marines.	he was escorted into <t>iraq</t> tuesday by <s>u.s. marines</s>.	Agent:u.s. marines	Destination:iraq	escorted	{'Agent': ['u.s. marines'], 'Destination': ['iraq']}	Movement:Transport	0
696	train	ace	train	824	1112	the man was arrested there after authorities say he hijacked a cuban plane using what was reported to be grenades, ordering the pilots to fly to florida.	the man was arrested there after authorities say he hijacked a cuban plane using what was reported to be grenades, ordering <s>the pilots</s> to fly to <t>florida</t>.	Agent:the pilots	Destination:florida	fly	{'Vehicle': ['a cuban plane'], 'Agent': ['the pilots'], 'Destination': ['florida']}	Movement:Transport	0
697	train	ace	train	1171	1088	for the next 12 hours into the morning, planes from the carrier will fly missions over afghanistan.	for the next 12 hours into the morning, <s>planes from the carrier</s> will fly missions over <t>afghanistan</t>.	Vehicle:planes from the carrier	Destination:afghanistan	fly	{'Vehicle': ['planes from the carrier'], 'Destination': ['afghanistan']}	Movement:Transport	1
698	train	ace	train	873	1079	as we watched this picture of the air force one getting into this airport i want to bring in our military analyst general dan crisman to go over what happens happening in baghdad.	as we watched this picture of <s>the air force one</s> getting into <t>this airport</t> i want to bring in our military analyst general dan crisman to go over what happens happening in baghdad.	Vehicle:the air force one	Destination:this airport	getting into	{'Vehicle': ['the air force one'], 'Destination': ['this airport']}	Movement:Transport	0
700	train	ace	train	533	1115	The president then climbed aboard Marine One, the helicopter, heading back to the White House, where he will arrive pretty soon.	The president then climbed aboard <s>Marine One</s>, the helicopter, heading back to <t>the White House</t>, where he will arrive pretty soon.	Vehicle:Marine One	Destination:the White House	heading back	{'Vehicle': ['Marine One'], 'Artifact': ['The president'], 'Destination': ['the White House']}	Movement:Transport	0
702	train	ace	train	3	1077	And these bozos let four armed Cubans land on our shores when they're trying to make a high terrorist alert.	And <s>these bozos</s> let four armed Cubans land on <t>our shores</t> when they're trying to make a high terrorist alert.	Agent:these bozos	Destination:our shores	land	{'Artifact': ['four armed Cubans'], 'Agent': ['these bozos'], 'Destination': ['our shores']}	Movement:Transport	1
706	train	ace	test	3863	1116	The United States strongly opposes any unilateral move by Turkey into northern Iraq.	The United States strongly opposes any unilateral move by <s>Turkey</s> into <t>northern Iraq</t>.	Agent:Turkey	Destination:northern Iraq	move	{'Destination': ['northern Iraq'], 'Agent': ['Turkey']}	Movement:Transport	1
708	train	ace	train	2343	1098	Ocalan was moved by the government to its embassy compound in Kenya, where he was captured by Turkish commandos.	Ocalan was moved by <s>the government</s> to <t>its embassy compound in Kenya, where he was captured by Turkish commandos</t>.	Agent:the government	Destination:its embassy compound in Kenya, where he was captured by Turkish commandos	moved	{'Artifact': ['Ocalan'], 'Destination': ['its embassy compound in Kenya, where he was captured by Turkish commandos'], 'Agent': ['the government']}	Movement:Transport	0
709	train	ace	dev	3534	205	The United States meanwhile deployed its B-2 stealth bombers to positions closer to Iraq and ordered as many as 15 warships capable of firing Tomahawk cruise missiles to the Red Sea from the Mediterranean, US officials said.	<s>The United States</s> meanwhile deployed its B-2 stealth bombers to positions closer to Iraq and ordered as many as 15 warships capable of firing Tomahawk cruise missiles to <t>the Red Sea</t> from the Mediterranean, US officials said.	Agent:The United States	Destination:the Red Sea	ordered	{'Origin': ['the Mediterranean'], 'Destination': ['the Red Sea'], 'Agent': ['The United States']}	Movement:Transport	1
710	train	ace	train	1227	1081	but a joyous day for 5,000 sailors and marines and friends and family in the san diego, california area because the giant u.s. carrier constellation is now returning home from the war in iraq.	but a joyous day for 5,000 sailors and marines and friends and family in the san diego, california area because <s>the giant u.s. carrier</s> constellation is now returning <t>home</t> from the war in iraq.	Vehicle:the giant u.s. carrier	Destination:home	returning	{'Vehicle': ['the giant u.s. carrier'], 'Destination': ['home'], 'Origin': ['iraq']}	Movement:Transport	0
712	train	ace	train	1945	75	American troops stormed a presidential palace and other key buildings in Baghdad as U.S. tanks rumbled into the heart of the battered Iraqi capital on Monday amid the thunder of gunfire and explosions.	American troops stormed a presidential palace and other key buildings in Baghdad as <s>U.S. tanks</s> rumbled into <t>the heart of the battered Iraqi capital</t> on Monday amid the thunder of gunfire and explosions.	Vehicle:U.S. tanks	Destination:the heart of the battered Iraqi capital	rumbled	{'Vehicle': ['U.S. tanks'], 'Artifact': ['American troops'], 'Destination': ['the heart of the battered Iraqi capital']}	Movement:Transport	1
713	train	ace	train	1885	1121	Turkey has said it may send more troops into northern Iraq to prevent refugees from moving north, while U.S. officials have said they advised Turkey against sending large additional forces into northern Iraq.	<s>Turkey</s> has said it may send more troops into <t>northern Iraq</t> to prevent refugees from moving north, while U.S. officials have said they advised Turkey against sending large additional forces into northern Iraq.	Agent:Turkey	Destination:northern Iraq	send	{'Agent': ['Turkey'], 'Destination': ['northern Iraq'], 'Artifact': ['more troops']}	Movement:Transport	1
714	train	ace	train	1857	1108	The British said they had enough control over the area to begin sending in ships.	The <s>British</s> said they had enough control over <t>the area</t> to begin sending in ships.	Agent:British	Destination:the area	sending	{'Vehicle': ['ships'], 'Destination': ['the area']}	Movement:Transport	1
721	train	ace	train	2863	1104	Prof Mauser added: "The sad truth is that while the police officers are inspecting farmers' gun cabinets to see if they comply with regulations somewhere in the UK, someone, who has not filled in a firearms certificate form, will be smuggling a gun into the country or selling one to an inner city youth."	Prof Mauser added: "The sad truth is that while the police officers are inspecting farmers' gun cabinets to see if they comply with regulations somewhere in the UK, <s>someone, who has not filled in a firearms certificate form</s>, will be smuggling a gun into <t>the country</t> or selling one to an inner city youth."	Agent:someone, who has not filled in a firearms certificate form	Destination:the country	smuggling	{'Artifact': ['a gun'], 'Agent': ['someone, who has not filled in a firearms certificate form'], 'Destination': ['the country']}	Movement:Transport	1
723	train	ace	train	426	1076	And Iraqi officials promise to take journalists to this particular hospital, the Yarmuk Hospital, that is now located, it's on the southwest of Baghdad, and it appears to be pretty much between the position of where coalition forces have been seen and where Iraq now has a militarized front-line position.	And <s>Iraqi officials</s> promise to take journalists to <t>this particular hospital</t>, the Yarmuk Hospital, that is now located, it's on the southwest of Baghdad, and it appears to be pretty much between the position of where coalition forces have been seen and where Iraq now has a militarized front-line position.	Agent:Iraqi officials	Destination:this particular hospital	take	{'Agent': ['Iraqi officials'], 'Artifact': ['journalists'], 'Destination': ['this particular hospital']}	Movement:Transport	0
734	train	ace	train	2213	1094	In last year's trial, the paper was convicted of defaming the government for publishing that trains running to and from southern Sudan were used to transport abducted women and children.	In last year's trial, the paper was convicted of defaming the government for publishing that <s>trains running to and from <t>southern Sudan</t></s> were used to transport abducted women and children.	Vehicle:trains running to and from southern Sudan	Destination:southern Sudan	transport	{'Vehicle': ['trains running to and from southern Sudan'], 'Artifact': ['abducted women and children', 'abducted women and children'], 'Destination': ['southern Sudan'], 'Origin': ['southern Sudan']}	Movement:Transport	1
740	train	ace	train	997	1148	a management blunder we heard an awful lot about on behalf of donald carty, the ceo of american airlines, parent company amr has cost carty his job.	a management blunder we heard an awful lot about on behalf of <s>donald carty</s>, the ceo of american airlines, parent company <t>amr</t> has cost carty his job.	Person:donald carty	Entity:amr	cost	{'Person': ['donald carty'], 'Position': ['the ceo of american airlines, parent company amr'], 'Entity': ['amr']}	Personnel:End-Position	0
741	train	ace	train	1129	1188	reporter: for the first time since being cut from the team in high school, michael jordan was left in the awkward position of being unwanted by the game he has come to define.	reporter: for the first time since being cut from <t>the team in high school</t>, <s>michael jordan</s> was left in the awkward position of being unwanted by the game he has come to define.	Person:michael jordan	Entity:the team in high school	cut	{'Person': ['michael jordan'], 'Entity': ['the team in high school']}	Personnel:End-Position	0
742	train	ace	dev	3258	1186	Our president has repeatedly, for example, relied on a man whom you're aware, Hussein Kamel, Saddam Hussein's son-in-law, leader of the Iraq arms program who defected for a time.	Our president has repeatedly, for example, relied on a man whom you're aware, <s>Hussein Kamel, Saddam Hussein's son-in-law</s>, leader of the <t>Iraq</t> arms program who defected for a time.	Person:Hussein Kamel, Saddam Hussein's son-in-law	Entity:Iraq	defected	{'Person': ['leader of the Iraq arms program who defected for a time'], 'Entity': ['Iraq']}	Personnel:End-Position	0
744	train	ace	train	3125	1151	And I won't dwell on the irony of an Oracle employee being driven out of Oracle, starting his own company, and forcing Ellison to spend $10.3 billion to get his company.	And I won't dwell on the irony of <s>an Oracle employee</s> being driven out of <t>Oracle</t>, starting his own company, and forcing Ellison to spend $10.3 billion to get his company.	Person:an Oracle employee	Entity:Oracle	driven	{'Person': ['an Oracle employee'], 'Entity': ['Oracle']}	Personnel:End-Position	0
745	train	ace	train	1256	1215	worldcom once employed 80,000 people and went broke on the largest corporate bankruptcy in the united states.	<t>worldcom</t> once employed <s>80,000 people</s> and went broke on the largest corporate bankruptcy in the united states.	Person:80,000 people	Entity:worldcom	employed	{'Person': ['80,000 people'], 'Entity': ['worldcom']}	Personnel:End-Position	0
746	train	ace	train	1127	1184	on wednesday, washington wizards' owner ended the three-year association with jordan.	on wednesday, <t>washington wizards</t>' owner ended the three-year association with <s>jordan</s>.	Person:jordan	Entity:washington wizards	ended	{'Person': ['jordan'], 'Entity': ['washington wizards']}	Personnel:End-Position	0
749	train	ace	train	813	1211	we'll continue to monitor that front on the store yix another veteran war correspondent is being fired for his controversial conduct in iraq.	we'll continue to monitor that front on the store yix <s>another veteran war correspondent</s> is being fired for his controversial conduct in <t>iraq</t>.	Person:another veteran war correspondent	Place:iraq	fired	{'Person': ['another veteran war correspondent'], 'Place': ['iraq'], 'Position': ['war correspondent']}	Personnel:End-Position	0
750	train	ace	train	1003	1208	two southwest airline pilots were reportedly fired for stripping down.	<s>two <t>southwest airline</t> pilots</s> were reportedly fired for stripping down.	Person:two southwest airline pilots	Entity:southwest airline	fired	{'Person': ['two southwest airline pilots'], 'Entity': ['southwest airline']}	Personnel:End-Position	0
751	train	ace	train	3082	1150	A year ago, the program was in disarray and the coach was one poorly executed plane trip away from being fired by an over-zealous and too empowered booster with a fat checkbook.	A year ago, <t>the program</t> was in disarray and <s>the coach</s> was one poorly executed plane trip away from being fired by an over-zealous and too empowered booster with a fat checkbook.	Person:the coach	Entity:the program	fired	{'Person': ['the coach'], 'Entity': ['the program']}	Personnel:End-Position	0
752	train	ace	dev	3332	1202	Therefore, on August 20, 2003, bravely Beatriz walked into the USCF Offices in New Windsor and immediately fired 17 staff members.	Therefore, on August 20, 2003, bravely Beatriz walked into the <t>USCF</t> Offices in New Windsor and immediately fired <s>17 staff members</s>.	Person:17 staff members	Entity:USCF	fired	{'Person': ['17 staff members'], 'Place': ['the USCF Offices in New Windsor'], 'Entity': ['USCF']}	Personnel:End-Position	0
753	train	ace	dev	3332	1202	Therefore, on August 20, 2003, bravely Beatriz walked into the USCF Offices in New Windsor and immediately fired 17 staff members.	Therefore, on August 20, 2003, bravely Beatriz walked into <t>the USCF Offices in New Windsor</t> and immediately fired <s>17 staff members</s>.	Person:17 staff members	Place:the USCF Offices in New Windsor	fired	{'Person': ['17 staff members'], 'Place': ['the USCF Offices in New Windsor'], 'Entity': ['USCF']}	Personnel:End-Position	0
754	train	ace	dev	3334	1183	Of course, it was just a pure coincidence that the 17 people Beatriz fired were the people she had grown to dislike during the year that she worked for the USCF in 1999-2000.	Of course, it was just a pure coincidence that <s>the 17 people Beatriz fired</s> were the people she had grown to dislike during the year that she worked for <t>the USCF</t> in 1999-2000.	Person:the 17 people Beatriz fired	Entity:the USCF	fired	{'Person': ['the 17 people Beatriz fired'], 'Entity': ['the USCF']}	Personnel:End-Position	0
755	train	ace	dev	3338	1163	For this act of stupidity which had caused a grave crisis in the USCF, the accountant was immediately fired.	For this act of stupidity which had caused a grave crisis in <t>the USCF</t>, <s>the accountant</s> was immediately fired.	Person:the accountant	Entity:the USCF	fired	{'Person': ['the accountant'], 'Entity': ['the USCF']}	Personnel:End-Position	0
756	train	ace	train	3106	1180	Much like the "I told you so's" everyone is throwing at the UGA basketball program after their hiring and subsequent firing of The Harricks, folks around the Buckeye state have to be having similar thoughts.	Much like the "I told you so's" everyone is throwing at the <t>UGA basketball program</t> after their hiring and subsequent firing of <s>The Harricks</s>, folks around the Buckeye state have to be having similar thoughts.	Person:The Harricks	Entity:UGA basketball program	firing	{'Person': ['The Harricks']}	Personnel:End-Position	0
757	train	ace	train	88	1164	Former Illinois Senator Carol Moseley-Braun recently decided to run for president.	<s>Former <t>Illinois</t> Senator Carol Moseley-Braun</s> recently decided to run for president.	Person:Former Illinois Senator Carol Moseley-Braun	Place:Illinois	Former	{'Person': ['Former Illinois Senator Carol Moseley-Braun'], 'Place': ['Illinois'], 'Position': ['Senator']}	Personnel:End-Position	0
758	train	ace	train	1042	1196	the former governor of basra province also surrendered to coalition forces today.	<s>the former governor of <t>basra province</t></s> also surrendered to coalition forces today.	Person:the former governor of basra province	Entity:basra province	former	{'Person': ['the former governor of basra province'], 'Place': ['basra province'], 'Entity': ['basra province'], 'Position': ['governor']}	Personnel:End-Position	0
759	train	ace	train	1091	1189	reporter: iraq's former information minister might need a job right now.	reporter: <s><t>iraq</t>'s former information minister</s> might need a job right now.	Person:iraq's former information minister	Entity:iraq	former	{'Person': ["iraq's former information minister"], 'Entity': ['iraq'], 'Position': ['information minister']}	Personnel:End-Position	0
761	train	ace	train	2957	1167	Graham's article has the interesting hook of quoting one of Peterson's rivals, former Congresswoman and State Sen. Leslie Byrne, as approving of the measure because it's "something that I've been talking about for some time now."	Graham's article has the interesting hook of quoting one of Peterson's rivals, <s>former Congresswoman and <t>State</t> Sen</s>. Leslie Byrne, as approving of the measure because it's "something that I've been talking about for some time now."	Person:former Congresswoman and State Sen	Entity:State	former	{'Person': ['former Congresswoman and State Sen'], 'Entity': ['State'], 'Position': ['Congresswoman', 'Sen']}	Personnel:End-Position	0
762	train	ace	dev	3255	1212	We're talking about possibilities of full scale war with former Congressman Tom Andrews, Democrat of Maine.	We're talking about possibilities of full scale war with <s>former Congressman Tom Andrews</s>, Democrat of <t>Maine</t>.	Person:former Congressman Tom Andrews	Entity:Maine	former	{'Person': ['former Congressman Tom Andrews'], 'Entity': ['Maine'], 'Position': ['Congressman']}	Personnel:End-Position	0
763	train	ace	dev	3256	1168	He's now national director of Win Without War, and former Congressman Bob Dornan, Republican of California.	He's now national director of Win Without War, and <s>former Congressman Bob Dornan</s>, Republican of <t>California</t>.	Person:former Congressman Bob Dornan	Entity:California	former	{'Person': ['former Congressman Bob Dornan'], 'Entity': ['California'], 'Position': ['Congressman']}	Personnel:End-Position	0
764	train	ace	dev	3385	1192	The American rift with Syria deepened this week, with suspicions that Syria might have been behind the assassination of Lebanon's former prime minister in Beirut on Monday.	The American rift with Syria deepened this week, with suspicions that Syria might have been behind the assassination of <s><t>Lebanon</t>'s former prime minister</s> in Beirut on Monday.	Person:Lebanon's former prime minister	Entity:Lebanon	former	{'Person': ["Lebanon's former prime minister"], 'Entity': ['Lebanon'], 'Position': ['prime minister']}	Personnel:End-Position	0
766	train	ace	test	3727	1187	Putin, who enjoyed a warm relationship with former Chinese president Jiang Zeming, has made efforts to nurture ties with Hu and was the first world leader to go to Beijing to meet him in December when he was president-in-waiting.	Putin, who enjoyed a warm relationship with <s>former <t>Chinese</t> president</s> Jiang Zeming, has made efforts to nurture ties with Hu and was the first world leader to go to Beijing to meet him in December when he was president-in-waiting.	Person:former Chinese president	Entity:Chinese	former	{'Person': ['former Chinese president'], 'Place': ['Chinese'], 'Entity': ['Chinese']}	Personnel:End-Position	0
769	train	ace	train	1891	1160	Earlier this month, Toefting said English Premier League club Bolton let him go so he could prepare for the appeal.	Earlier this month, <s>Toefting</s> said <t>English Premier League club Bolton</t> let him go so he could prepare for the appeal.	Person:Toefting	Entity:English Premier League club Bolton	go	{'Person': ['Toefting'], 'Entity': ['English Premier League club Bolton']}	Personnel:End-Position	0
771	train	ace	train	2690	1191	Swenson herself would also leave the NCA.	<s>Swenson</s> herself would also leave <t>the NCA</t>.	Person:Swenson	Entity:the NCA	leave	{'Person': ['Swenson'], 'Entity': ['the NCA']}	Personnel:End-Position	0
772	train	ace	train	3145	1214	Will we have that at the Fed, when Greenspan leaves	Will we have that at <t>the Fed</t>, when <s>Greenspan</s> leaves	Person:Greenspan	Entity:the Fed	leaves	{'Person': ['Greenspan'], 'Entity': ['the Fed']}	Personnel:End-Position	0
775	train	ace	train	3160	1176	Maurice R. "Hank" Greenberg, who turns 80 in May, groomed two sons to be successors, but both have since left AIG.Greenberg Sr. then created an office of the chairman in 2002, which includes co-COOs Martin J. Sullivan and Donald P. Kanak.	Maurice R. "Hank" Greenberg, who turns 80 in May, groomed <s>two sons</s> to be successors, but both have since left <t>AIG</t>.Greenberg Sr. then created an office of the chairman in 2002, which includes co-COOs Martin J. Sullivan and Donald P. Kanak.	Person:two sons	Entity:AIG	left	{'Entity': ['AIG']}	Personnel:End-Position	0
776	train	ace	train	3164	1170	I am most concerned if the fortunes of the prior employer took a sudden turn for the worse after the CEO left.	I am most concerned if the fortunes of <t>the prior employer</t> took a sudden turn for the worse after <s>the CEO</s> left.	Person:the CEO	Entity:the prior employer	left	{'Entity': ['the prior employer'], 'Person': ['the CEO'], 'Position': ['the CEO']}	Personnel:End-Position	0
778	train	ace	train	998	1194	the company announcing that donald carty is out as ceo, he'll be replaced by gerald aftery.	<t>the company</t> announcing that <s>donald carty</s> is out as ceo, he'll be replaced by gerald aftery.	Person:donald carty	Entity:the company	out	{'Person': ['donald carty'], 'Entity': ['the company'], 'Position': ['ceo']}	Personnel:End-Position	0
780	train	ace	train	1157	1206	today, steve case officially out at aol time warner.	today, <s>steve case</s> officially out at <t>aol time warner</t>.	Person:steve case	Entity:aol time warner	out	{'Person': ['steve case'], 'Entity': ['aol time warner']}	Personnel:End-Position	0
786	train	ace	dev	3540	1209	Vivendi Universal, the world's second-largest media group after AOL Time Warner of the United States, has been digging out from under a mountain of debt since the removal of expansionist boss Jean-Marie Messier last July, largely through asset sales.	<t>Vivendi Universal</t>, the world's second-largest media group after AOL Time Warner of the United States, has been digging out from under a mountain of debt since the removal of <s>expansionist boss Jean-Marie Messier</s> last July, largely through asset sales.	Person:expansionist boss Jean-Marie Messier	Entity:Vivendi Universal	removal	{'Person': ['expansionist boss Jean-Marie Messier'], 'Entity': ['Vivendi Universal']}	Personnel:End-Position	0
788	train	ace	test	3878	1172	In a tearful news conference after returning to Vancouver two days later, Campbell apologized to British Columbians, but refused to resign as premier.	In a tearful news conference after returning to <t>Vancouver</t> two days later, <s>Campbell</s> apologized to British Columbians, but refused to resign as premier.	Person:Campbell	Place:Vancouver	resign	{'Person': ['Campbell'], 'Place': ['Vancouver'], 'Entity': ['British Columbians'], 'Position': ['premier']}	Personnel:End-Position	0
789	train	ace	test	3878	1172	In a tearful news conference after returning to Vancouver two days later, Campbell apologized to British Columbians, but refused to resign as premier.	In a tearful news conference after returning to Vancouver two days later, <s>Campbell</s> apologized to <t>British Columbians</t>, but refused to resign as premier.	Person:Campbell	Entity:British Columbians	resign	{'Person': ['Campbell'], 'Place': ['Vancouver'], 'Entity': ['British Columbians'], 'Position': ['premier']}	Personnel:End-Position	0
790	train	ace	train	647	1149	a week after these pictures surfaced, and after saying he'd fight for his job, larry eustachy resigned as basketball coach at iowa state.	a week after these pictures surfaced, and after saying he'd fight for his job, <s>larry eustachy</s> resigned as basketball coach at <t>iowa state</t>.	Person:larry eustachy	Entity:iowa state	resigned	{'Person': ['larry eustachy'], 'Entity': ['iowa state'], 'Position': ['basketball coach']}	Personnel:End-Position	0
792	train	ace	train	1387	1198	the head of the catholic church in phoenix, arizona, bishop thomas o'brien has resigned.	<s>the head of <t>the catholic church in phoenix, arizona</t></s>, bishop thomas o'brien has resigned.	Person:the head of the catholic church in phoenix, arizona	Entity:the catholic church in phoenix, arizona	resigned	{'Position': ['bishop'], 'Person': ['the head of the catholic church in phoenix, arizona'], 'Entity': ['the catholic church in phoenix, arizona']}	Personnel:End-Position	0
793	train	ace	train	2369	1156	Cheeks, a former Sixers star, is believed to be Philadelphia's top choice to replace Larry Brown, who resigned last week as coach and was introduced Monday as the coach of the Detroit Pistons.	Cheeks, a former Sixers star, is believed to be <t>Philadelphia</t>'s top choice to replace <s>Larry Brown, who resigned last week as coach and was introduced Monday as the coach of the Detroit Pistons</s>.	Person:Larry Brown, who resigned last week as coach and was introduced Monday as the coach of the Detroit Pistons	Entity:Philadelphia	resigned	{'Person': ['Larry Brown, who resigned last week as coach and was introduced Monday as the coach of the Detroit Pistons'], 'Entity': ['Philadelphia'], 'Position': ['coach']}	Personnel:End-Position	0
795	train	ace	test	3839	1153	Barry Diller resigned as co-chief executive of Vivendi Universal Entertainment, saying it was appropriate for him to step down while Paris-based Vivendi Universal entertains bids for Universal Studios, Universal's theme parks and other entertainment assets.	<s>Barry Diller</s> resigned as co-chief executive of <t>Vivendi Universal Entertainment</t>, saying it was appropriate for him to step down while Paris-based Vivendi Universal entertains bids for Universal Studios, Universal's theme parks and other entertainment assets.	Person:Barry Diller	Entity:Vivendi Universal Entertainment	resigned	{'Person': ['Barry Diller'], 'Entity': ['Vivendi Universal Entertainment'], 'Position': ['co-chief executive of Vivendi Universal Entertainment']}	Personnel:End-Position	0
796	train	ace	train	288	1158	Colonel Patrick Lang, retired, United states Army, thanks for your insights.	<s>Colonel Patrick Lang</s>, retired, <t>United states Army</t>, thanks for your insights.	Person:Colonel Patrick Lang	Entity:United states Army	retired	{'Person': ['Colonel Patrick Lang'], 'Entity': ['United states Army'], 'Position': ['Colonel']}	Personnel:End-Position	0
797	train	ace	train	962	1178	military analyst and retired army general claudia kennedy joins me with a look at possibilitys.	<s>military analyst and retired <t>army</t> general claudia kennedy</s> joins me with a look at possibilitys.	Person:military analyst and retired army general claudia kennedy	Entity:army	retired	{'Person': ['military analyst and retired army general claudia kennedy'], 'Entity': ['army'], 'Position': ['army general']}	Personnel:End-Position	0
803	train	ace	test	3675	1201	The pro-reform director of Iran's biggest-selling daily newspaper and official organ of Tehran's municipality has stepped down following the appointment of a conservative as the city's new mayor, press reports said Sunday.	<s>The pro-reform director of <t>Iran's biggest-selling daily newspaper</t></s> and official organ of Tehran's municipality has stepped down following the appointment of a conservative as the city's new mayor, press reports said Sunday.	Person:The pro-reform director of Iran's biggest-selling daily newspaper	Entity:Iran's biggest-selling daily newspaper	stepped down	{'Person': ["The pro-reform director of Iran's biggest-selling daily newspaper"], 'Place': ['Tehran'], 'Entity': ["Iran's biggest-selling daily newspaper"]}	Personnel:End-Position	0
804	train	ace	train	674	1204	to our top story of the evening -- martha stewart is stepping down as head of her media empire.	to our top story of the evening -- <s>martha stewart</s> is stepping down as head of <t>her media empire</t>.	Person:martha stewart	Entity:her media empire	stepping		Personnel:End-Position	0
808	train	ace	train	31	1169	Here's what the "Dallas Morning News" reported recently: "The Texas State Board of Medical Examiners, the agency that pledges to protect the public has granted second and third chances to surgeons who are thrown out of hospitals because they botched operations.	Here's what the "Dallas Morning News" reported recently: "The Texas State Board of Medical Examiners, <t>the agency that pledges to protect the public</t> has granted second and third chances to <s>surgeons</s> who are thrown out of hospitals because they botched operations.	Person:surgeons	Entity:the agency that pledges to protect the public	thrown out	{'Entity': ['the agency that pledges to protect the public'], 'Position': ['surgeons']}	Personnel:End-Position	0
809	train	ace	train	1472	1216	and the pope will reportedly name a new head of the troubled boston archdiocese this week.	and <s>the pope</s> will reportedly name <t>a new head of the troubled boston archdiocese</t> this week.	Agent:the pope	Person:a new head of the troubled boston archdiocese	name	{'Person': ['a new head of the troubled boston archdiocese'], 'Agent': ['the pope']}	Personnel:Nominate	0
811	train	ace	train	1639	1218	Um, well, there's been a couple where -- they've- they talked about the Cabinet -- for -- Bush, and Bush has been, um, you know, selecting new Cabinet members and -- all of the new members are people that I'm- I don't really know very well.	Um, well, there's been a couple where -- they've- they talked about the Cabinet -- for -- <s>Bush</s>, and <s>Bush</s> has been, um, you know, selecting <t>new Cabinet members</t> and -- all of the new members are people that I'm- I don't really know very well.	Agent:Bush	Person:new Cabinet members	selecting	{'Person': ['new Cabinet members'], 'Agent': ['Bush']}	Personnel:Nominate	0
813	train	ace	train	3179	1232	Can you say that the lawyers, the trial lawyers who appoint millions and millions of dollars into Democratic coffers in order to keep this, do you believe that this is healthy...	Can you say that the lawyers, <s>the trial lawyers</s> who appoint millions and millions of dollars into <t>Democratic</t> coffers in order to keep this, do you believe that this is healthy...	Giver:the trial lawyers	Recipient:Democratic	appoint	{'Money': ['millions and millions of dollars'], 'Recipient': ['Democratic']}	Transaction:Transfer-Money	0
814	train	ace	dev	3370	1237	If your organization is a charity, it is generally considered to be inappropriate, and in some jurisdictions, it is illegal to compensate board members for their service.	If your organization is <s>a charity</s>, it is generally considered to be inappropriate, and in some jurisdictions, it is illegal to compensate <t>board members</t> for their service.	Giver:a charity	Recipient:board members	compensate	{'Giver': ['a charity'], 'Recipient': ['board members']}	Transaction:Transfer-Money	0
816	train	ace	train	2942	1243	Johnson's donations last year included $287,490 for Domocratic gubernatorial hopeful Tim Kaine.	<s>Johnson</s>'s donations last year included $287,490 for <t>Domocratic gubernatorial hopeful Tim Kaine</t>.	Giver:Johnson	Recipient:Domocratic gubernatorial hopeful Tim Kaine	donations	{'Giver': ['Johnson'], 'Money': ['$287,490'], 'Recipient': ['Domocratic gubernatorial hopeful Tim Kaine']}	Transaction:Transfer-Money	0
817	train	ace	test	3629	1223	I do not think that this will affect the elections unless Russia's failure in Iraq is presented as an issue of national security -- and has not been yet, said Viktor Kuvaldin of a research center funded by former Soviet president Mikhail Gorbachev.	I do not think that this will affect the elections unless Russia's failure in Iraq is presented as an issue of national security -- and has not been yet, said Viktor Kuvaldin of <t>a research center</t> funded by <s>former Soviet president Mikhail Gorbachev</s>.	Giver:former Soviet president Mikhail Gorbachev	Recipient:a research center	funded	{'Giver': ['former Soviet president Mikhail Gorbachev'], 'Recipient': ['a research center funded by former Soviet president Mikhail Gorbachev']}	Transaction:Transfer-Money	0
819	train	ace	dev	3360	1267	We pretty much know that Marinello, while on the board, has arranged to get future money from the USCF.	We pretty much know that <t>Marinello</t>, while on the board, has arranged to get future money from <s>the USCF</s>.	Giver:the USCF	Recipient:Marinello	get	{'Giver': ['the USCF'], 'Recipient': ['Marinello']}	Transaction:Transfer-Money	0
