	sentence_id	sentence	marked_sentence	source	target	gold_penta	silver_penta	silver_root	gold_root	penta_L1	root_L1	penta_L2	root_L2	prompt_L2	prompt_L1	modality_L2
	422	Sisi had reportedly held a meeting with AU officials and African leaders that ended up in the AU allowing the Sudanese Transitional Military Council to stay in office for three months, instead of the AU's previous deadline of 15 days for the Sudanese military to cede power to a civilian government.	<s>Sisi</s> had reportedly held a meeting with <t>AU officials and African leaders</t> that ended up in the AU allowing the Sudanese Transitional Military Council to stay in office for three months, instead of the AU's previous deadline of 15 days for the Sudanese military to cede power to a civilian government.	Sisi	AU officials and African leaders	1	1	CONSULT	CONSULT	1	CONSULT	1	CONSULT	['<S> met with <T>', '<S> held a talk with <T>']	['<S> met with <T>', '<S> held a talk with <T>']	past
	505	The church leader Saboi Jum launched a mediation effort between the Kachin Independence Organization (KIO) and the Ne Win military government.	<s>The church leader Saboi Jum</s> launched a mediation effort between the <t>Kachin Independence Organization (KIO) and the Ne Win military government</t>.	The church leader Saboi Jum	Kachin Independence Organization (KIO) and the Ne Win military government	1	1	CONSULT	CONSULT	1	AGREE	1	AGREE	['<S> agreed to do something for <T>', '<S> met with <T>', '<S> undertook more negotiation with <T>', '<S> investigated something of <T>', '<S> promised to do something for <T>']	['<S> agreed to do something for <T>', '<S> met with <T>', '<S> undertook more negotiation with <T>', '<S> investigated something of <T>', '<S> promised to do something for <T>']	past
	524	In this Dec. 13, 2018 file photo, White House senior adviser Jared Kushner attends a Cabinet meeting in Washington.	In this Dec. 13, 2018 file photo, <s>White House senior adviser Jared Kushner</s> attends a Cabinet meeting in <t>Washington</t>.	White House senior adviser Jared Kushner	Washington	1	1	CONSULT	CONSULT	1	CONSULT	1	CONSULT	['<S> met with <T>', '<S> detained person of <T>']	['<S> met with <T>', '<S> detained person of <T>']	past
	547	Since taking office in September, the Afghan-born U.S. special envoy has held two meetings with the Taliban in Qatar, where the insurgent group operates its so-called political office.	Since taking office in September, <s>the Afghan-born U.S. special envoy</s> has held two meetings with <t>the Taliban</t> in Qatar, where the insurgent group operates its so-called political office.	the Afghan-born U.S. special envoy	the Taliban	1	1	CONSULT	CONSULT	1	CONSULT	1	CONSULT	['<S> met with <T>', '<S> held a talk with <T>']	['<S> met with <T>', '<S> held a talk with <T>']	past
	574	Asean currently holds talks with East Asian countries through the Asean Plus Three Framework (Japan, South Korea and China).	<s>Asean</s> currently holds talks with <t>East Asian countries</t> through the <s>Asean</s> Plus Three Framework (Japan, South Korea and China).	Asean	East Asian countries	1	1	CONSULT	CONSULT	1	CONSULT	1	CONSULT	['<S> met with <T>', '<S> held a talk with <T>', '<S> cooperated with <T>', '<S> undertook more negotiation with <T>', '<S> investigated something of <T>']	['<S> met with <T>', '<S> held a talk with <T>', '<S> cooperated with <T>', '<S> undertook more negotiation with <T>', '<S> investigated something of <T>']	past
	630	On Tuesday, Pune MP Girish Bapat held a meeting with the Divisional Commissioner, the District Collector and representatives of the Pune Petrol Dealers Association to clear the air.	On Tuesday, <s>Pune MP Girish Bapat</s> held a meeting with <t>the Divisional Commissioner, the District Collector and representatives of the Pune Petrol Dealers Association</t> to clear the air.	Pune MP Girish Bapat	the Divisional Commissioner, the District Collector and representatives of the Pune Petrol Dealers Association	1	1	CONSULT	CONSULT	1	CONSULT	1	CONSULT	['<S> met with <T>', '<S> held a talk with <T>', '<S> cooperated with <T>', '<S> deported person of <T>']	['<S> met with <T>', '<S> held a talk with <T>', '<S> cooperated with <T>', '<S> deported person of <T>']	past
	632	Saudi Arabia's Crown Prince held talks with the Algerian Prime Minister during which he reviewed the bilateral relations between the countries and opportunities to develop them in various fields, in addition to discussing developments in the region.	<s>Saudi Arabia's Crown Prince</s> held talks with the <t>Algerian Prime Minister</t> during which he reviewed the bilateral relations between the countries and opportunities to develop them in various fields, in addition to discussing developments in the region.	Saudi Arabia's Crown Prince	Algerian Prime Minister	1	1	CONSULT	CONSULT	1	CONSULT	1	CONSULT	['<S> met with <T>', '<S> held a talk with <T>', '<S> shared information with <T>', '<S> cooperated with <T>']	['<S> met with <T>', '<S> held a talk with <T>', '<S> shared information with <T>', '<S> cooperated with <T>']	past
	659	Chinese President Xi Jinping meets German Chancellor Angela Merkel at the Great Hall of the People in Beijing in 2018.	<s>Chinese President Xi Jinping</s> meets <t>German Chancellor Angela Merkel</t> at the Great Hall of the People in Beijing in 2018.	Chinese President Xi Jinping	German Chancellor Angela Merkel	1	1	CONSULT	CONSULT	1	CONSULT	1	CONSULT	['<S> met with <T>']	['<S> met with <T>']	past
	743	On April 29, Foreign Minister Sergey Lavrov held talks with Minister of Foreign Affairs and Expatriates of the Hashemite Kingdom of Jordan Ayman Al Safadi, who is currently in Moscow on a short working visit.	On April 29, <s>Foreign Minister Sergey Lavrov</s> held talks with <t>Minister of Foreign Affairs and Expatriates of the Hashemite Kingdom of Jordan Ayman Al Safadi</t>, who is currently in Moscow on a short working visit.	Foreign Minister Sergey Lavrov	Minister of Foreign Affairs and Expatriates of the Hashemite Kingdom of Jordan Ayman Al Safadi	1	1	CONSULT	CONSULT	1	CONSULT	1	CONSULT	['<S> held a talk with <T>', '<S> met with <T>', '<S> cooperated with <T>']	['<S> held a talk with <T>', '<S> met with <T>', '<S> cooperated with <T>']	past
	747	On Nov. 2, US Secretary of State Rex Tillerson called Russian Foreign Minister Sergey Lavrov to discuss a number of Syria-related topics on which Moscow and Washington have been moving further apart.	On Nov. 2, <s>US Secretary of State Rex Tillerson</s> called <t>Russian Foreign Minister Sergey Lavrov</t> to discuss a number of Syria-related topics on which Moscow and Washington have been moving further apart.	US Secretary of State Rex Tillerson	Russian Foreign Minister Sergey Lavrov	1	1	CONSULT	CONSULT	1	CONSULT	1	CONSULT	['<S> held a talk with <T>', '<S> met with <T>', '<S> undertook more negotiation with <T>']	['<S> held a talk with <T>', '<S> met with <T>', '<S> undertook more negotiation with <T>']	past
	760	Saudi Arabia's Crown Prince Mohammed bin Salman has met Mauritania's President Mohamed Ould Abdel Aziz at the presidential palace in Nouakchott where they bilateral meeting.	<s>Saudi Arabia's Crown Prince Mohammed bin Salman</s> has met <t>Mauritania's President Mohamed Ould Abdel Aziz</t> at the presidential palace in Nouakchott where they bilateral meeting.	Saudi Arabia's Crown Prince Mohammed bin Salman	Mauritania's President Mohamed Ould Abdel Aziz	1	1	CONSULT	CONSULT	1	CONSULT	1	CONSULT	['<S> met with <T>']	['<S> met with <T>']	past
	763	The British Prime Minister Theresa May has held talks with the Irish premier Leo Varadkar at Downing Street.	<s>The British Prime Minister Theresa May</s> has held talks with <t>the Irish premier Leo Varadkar</t> at Downing Street.	The British Prime Minister Theresa May	the Irish premier Leo Varadkar	1	1	CONSULT	CONSULT	1	CONSULT	1	CONSULT	['<S> held a talk with <T>', '<S> met with <T>']	['<S> held a talk with <T>', '<S> met with <T>']	past
	833	Last year, the U.S. government opened direct, high-level peace talks with the Taliban for the first time.	Last year, the <s>U.S. government</s> opened direct, high-level peace talks with the <t>Taliban</t> for the first time.	U.S. government	Taliban	1	1	CONSULT	CONSULT	1	CONSULT	1	CONSULT	['<S> met with <T>', '<S> held a talk with <T>', '<S> undertook more negotiation with <T>', '<S> cooperated with <T>']	['<S> met with <T>', '<S> held a talk with <T>', '<S> undertook more negotiation with <T>', '<S> cooperated with <T>']	past
	839	Russia and Turkey's foreign ministers met briefly today following a spate of tensions over clashes in Syria's Idlib, where the Syrian army -- backed by Russian airpower -- has launched an offensive to retake rebel-held territory that has left Turkish troops dead.	<s>Russia</s> and <t>Turkey's foreign ministers</t> met briefly today following a spate of tensions over clashes in Syria's Idlib, where the Syrian army -- backed by Russian airpower -- has launched an offensive to retake rebel-held territory that has left Turkish troops dead.	Russia	Turkey's foreign ministers	1	1	CONSULT	CONSULT	1	CONSULT	1	CONSULT	['<S> held a talk with <T>', '<S> met with <T>']	['<S> held a talk with <T>', '<S> met with <T>']	past
	841	A delegation of All Pakistan Muslim League (APML) here on Thursday called on Pakistan Muslim League-Quaid (PML-Q) President Chaudhry Shujaat Hussain to discuss current political situation and a possible grand alliance.	<s>A delegation of All Pakistan Muslim League (APML)</s> here on Thursday called on <t>Pakistan Muslim League-Quaid (PML-Q) President Chaudhry Shujaat Hussain</t> to discuss current political situation and a possible grand alliance.	A delegation of All Pakistan Muslim League (APML)	Pakistan Muslim League-Quaid (PML-Q) President Chaudhry Shujaat Hussain	1	1	CONSULT	CONSULT	1	CONSULT	1	CONSULT	['<S> met with <T>', '<S> held a talk with <T>']	['<S> met with <T>', '<S> held a talk with <T>']	past
	846	Russia's president, Mr Vladimir Putin, launched a mediation effort between India and Pakistan in the Kashmir crisis last night.	<s>Russia's president, Mr Vladimir Putin</s>, launched a mediation effort between <t>India and Pakistan</t> in the Kashmir crisis last night.	Russia's president, Mr Vladimir Putin	India and Pakistan	1	1	CONSULT	CONSULT	1	CONSULT	1	AGREE	['<S> undertook more negotiation with <T>', '<S> met with <T>', '<S> agreed to do something for <T>', '<S> investigated something of <T>', '<S> promised to do something for <T>']	['<S> undertook more negotiation with <T>', '<S> met with <T>', '<S> agreed to do something for <T>', '<S> investigated something of <T>', '<S> promised to do something for <T>']	todo
	873	Russian President Vladimir Putin, second left, and Russian Prime Minister Dmitry Medvedev, left, attended a cabinet meeting in Moscow, Russia, Wednesday, Jan. 15, 2020.	<s>Russian President Vladimir Putin</s>, second left, and <t>Russian Prime Minister Dmitry Medvedev</t>, left, attended a cabinet meeting in Moscow, Russia, Wednesday, Jan. 15, 2020.	Russian President Vladimir Putin	Russian Prime Minister Dmitry Medvedev	1	1	CONSULT	CONSULT	1	CONSULT	1	CONSULT	['<S> met with <T>']	['<S> met with <T>']	past
	888	US House Speaker Nancy Pelosi and other senior members of Congress have held talks in Jordan with King Abdullah II and top Jordanian officials.	<s>US House Speaker Nancy Pelosi and other senior members of Congress</s> have held talks in Jordan with <t>King Abdullah II and top Jordanian officials</t>.	US House Speaker Nancy Pelosi and other senior members of Congress	King Abdullah II and top Jordanian officials	1	1	CONSULT	CONSULT	1	CONSULT	1	CONSULT	['<S> met with <T>', '<S> held a talk with <T>', '<S> undertook more negotiation with <T>']	['<S> met with <T>', '<S> held a talk with <T>', '<S> undertook more negotiation with <T>']	past
	899	Russian Foreign Minister Sergey Lavrov held talks in Jerusalem with Israeli Prime Minister Benjamin Netanyahu on July 23 to discuss the Iranian presence in Syria.	<s>Russian Foreign Minister Sergey Lavrov</s> held talks in Jerusalem with <t>Israeli Prime Minister Benjamin Netanyahu</t> on July 23 to discuss the Iranian presence in Syria.	Russian Foreign Minister Sergey Lavrov	Israeli Prime Minister Benjamin Netanyahu	1	1	CONSULT	CONSULT	1	CONSULT	1	CONSULT	['<S> met with <T>', '<S> held a talk with <T>']	['<S> met with <T>', '<S> held a talk with <T>']	past
	929	Singapore's Prime Minister Lee Hsien Loong is hosting the Asean Summit and leaders from the 10 Asean countries will be there.	<s>Singapore's Prime Minister Lee Hsien Loong</s> is hosting the Asean Summit and <t>leaders from the 10 Asean countries</t> will be there.	Singapore's Prime Minister Lee Hsien Loong	leaders from the 10 Asean countries	1	1	CONSULT	CONSULT	2	YIELD	2	YIELD	['<S> allowed entry of <T>', '<S> agreed to do something for <T>']	['<S> allowed entry of <T>', '<S> agreed to do something for <T>']	past
	938	Prime Minister Nawaz Sharif on Monday launched a mediation effort to resolve the rift between Qatar and other Gulf states.	<s>Prime Minister Nawaz Sharif</s> on Monday launched a mediation effort to resolve the rift between <t>Qatar and other Gulf states</t>.	Prime Minister Nawaz Sharif	Qatar and other Gulf states	1	1	CONSULT	CONSULT	1	CONSULT	1	CONSULT	['<S> undertook more negotiation with <T>', '<S> agreed to do something for <T>', '<S> promised to do something for <T>']	['<S> undertook more negotiation with <T>', '<S> agreed to do something for <T>', '<S> promised to do something for <T>']	past
	944	Israeli Prime Minister Benjamin Netanyahu met Russian President Vladimir Putin on Wednesday at the Kremlin, where they discussed security in the Middle East with a focus on Iran.	<s>Israeli Prime Minister Benjamin Netanyahu</s> met <t>Russian President Vladimir Putin</t> on Wednesday at the Kremlin, where they discussed security in the Middle East with a focus on Iran.	Israeli Prime Minister Benjamin Netanyahu	Russian President Vladimir Putin	1	1	CONSULT	CONSULT	1	CONSULT	1	CONSULT	['<S> met with <T>', '<S> held a talk with <T>']	['<S> met with <T>', '<S> held a talk with <T>']	past
	953	President Reuven Rivlin called Ethiopian President Sahle Work Zawde on Friday to explain the importance in the Jewish religion of burying the remains of deceased Jewish people in hallowed ground.	<s>President Reuven Rivlin</s> called <t>Ethiopian President Sahle Work Zawde</t> on Friday to explain the importance in the Jewish religion of burying the remains of deceased Jewish people in hallowed ground.	President Reuven Rivlin	Ethiopian President Sahle Work Zawde	1	1	CONSULT	CONSULT	2	COOPERATE	2	COOPERATE	['<S> shared information with <T>', '<S> held a talk with <T>']	['<S> shared information with <T>', '<S> held a talk with <T>']	past
	965	Iran's supreme leader has held talks with a senior Yemeni rebel official just days after the long-running intervention against the rebels by its regional foes Saudi Arabia and the UAE suffered a major setback.	<s>Iran's supreme leader</s> has held talks with <t>a senior Yemeni rebel official</t> just days after the long-running intervention against the rebels by its regional foes Saudi Arabia and the UAE suffered a major setback.	Iran's supreme leader	a senior Yemeni rebel official	1	1	CONSULT	CONSULT	1	CONSULT	1	CONSULT	['<S> met with <T>', '<S> held a talk with <T>', '<S> undertook more negotiation with <T>', '<S> cooperated with <T>']	['<S> met with <T>', '<S> held a talk with <T>', '<S> undertook more negotiation with <T>', '<S> cooperated with <T>']	past
	975	From 13 May to May 15 2016, Buhari attended the first ever Anti-corruption summit in the United Kingdom.	From 13 May to May 15 2016, <s>Buhari</s> attended the first ever Anti-corruption summit in <t>the United Kingdom</t>.	Buhari	the United Kingdom	1	1	CONSULT	CONSULT	1	CONSULT	1	CONSULT	['<S> met with <T>']	['<S> met with <T>']	past
	976	Ethiopian Prime Minister Dr Abiy Ahmed held bilateral discussions with the Somali President Mohamed Abdullahi Mohamed Farmajo at his office today.	<s>Ethiopian Prime Minister Dr Abiy Ahmed</s> held bilateral discussions with <t>the Somali President Mohamed Abdullahi Mohamed Farmajo</t> at his office today.	Ethiopian Prime Minister Dr Abiy Ahmed	the Somali President Mohamed Abdullahi Mohamed Farmajo	1	1	CONSULT	CONSULT	1	CONSULT	1	CONSULT	['<S> met with <T>', '<S> held a talk with <T>', '<S> cooperated with <T>']	['<S> met with <T>', '<S> held a talk with <T>', '<S> cooperated with <T>']	past
	977	Earlier, Turkish President Recep Tayyip Erdogan discussed the migrant crisis and the situation in Syria's rebel enclave of Idlib, with the leaders of France, Germany and Britain.	Earlier, <s>Turkish President Recep Tayyip Erdogan</s> discussed the migrant crisis and the situation in Syria's rebel enclave of Idlib, with <t>the leaders of France, Germany and Britain</t>.	Turkish President Recep Tayyip Erdogan	the leaders of France, Germany and Britain	1	1	CONSULT	CONSULT	1	CONSULT	1	CONSULT	['<S> held a talk with <T>', '<S> met with <T>']	['<S> held a talk with <T>', '<S> met with <T>']	past
	998	The Iranian deputy foreign minister has held meetings with senior Syrian officials for talks on the enhancement of bilateral ties as well as cooperation in the fight against terrorism.	<s>The Iranian deputy foreign minister</s> has held meetings with <t>senior Syrian officials</t> for talks on the enhancement of bilateral ties as well as cooperation in the fight against terrorism.	The Iranian deputy foreign minister	senior Syrian officials	1	1	CONSULT	CONSULT	1	CONSULT	1	CONSULT	['<S> met with <T>', '<S> cooperated with <T>', '<S> held a talk with <T>', '<S> undertook more negotiation with <T>']	['<S> met with <T>', '<S> cooperated with <T>', '<S> held a talk with <T>', '<S> undertook more negotiation with <T>']	past
	1020	U.S. President Donald Trump meets Mexico's President Enrique Pena Nieto during the their bilateral meeting at the G20 summit in Hamburg, Germany July 7, 2017.	<s>U.S. President Donald Trump</s> meets <t>Mexico's President Enrique Pena Nieto</t> during the their bilateral meeting at the G20 summit in Hamburg, Germany July 7, 2017.	U.S. President Donald Trump	Mexico's President Enrique Pena Nieto	1	1	CONSULT	CONSULT	1	CONSULT	1	CONSULT	['<S> met with <T>']	['<S> met with <T>']	past
	1028	Bahraini Prime Minister, Prince Khalifa bin Salman Al Khalifa, has received the UAE Ambassador to Bahrain, Abdulridha Abdullah Mahmoud Khori, to discuss the historic brotherly ties between the UAE and the Kingdom of Bahrain.	<s>Bahraini Prime Minister, Prince Khalifa bin Salman Al Khalifa</s>, has received <t>the UAE Ambassador to Bahrain, Abdulridha Abdullah Mahmoud Khori</t>, to discuss the historic brotherly ties between the UAE and the Kingdom of Bahrain.	Bahraini Prime Minister, Prince Khalifa bin Salman Al Khalifa	the UAE Ambassador to Bahrain, Abdulridha Abdullah Mahmoud Khori	1	1	CONSULT	CONSULT	1	CONSULT	1	CONSULT	['<S> met with <T>', '<S> held a talk with <T>', '<S> allowed entry of <T>', '<S> cooperated with <T>']	['<S> met with <T>', '<S> held a talk with <T>', '<S> allowed entry of <T>', '<S> cooperated with <T>']	past
	1037	Vladimir Putin has hosted Saudi King Salman for talks at the Kremlin, in the first official visit to Russia by a reigning Saudi monarch.	<s>Vladimir Putin</s> has hosted <t>Saudi King Salman</t> for talks at the Kremlin, in the first official visit to Russia by a reigning Saudi monarch.	Vladimir Putin	Saudi King Salman	1	1	CONSULT	CONSULT	1	CONSULT	1	CONSULT	['<S> met with <T>', '<S> held a talk with <T>', '<S> allowed entry of <T>']	['<S> met with <T>', '<S> held a talk with <T>', '<S> allowed entry of <T>']	past
	973	Egypt already has launched a mediation effort to try to prevent a military confrontation between Turkey and Syria, over Turkish allegations that Syria is harboring Turkish Kurdish rebels.	<s>Egypt</s> already has launched a mediation effort to try to prevent a military confrontation between <t>Turkey and Syria</t>, over Turkish allegations that Syria is harboring Turkish Kurdish rebels.	Egypt	Turkey and Syria	1	3	REQUEST	CONSULT	1	CONSULT	1	CONSULT	['<S> undertook more negotiation with <T>', '<S> accused <T> of something', '<S> investigated something of <T>', '<S> agreed to do something for <T>']	['<S> undertook more negotiation with <T>', '<S> accused <T> of something', '<S> investigated something of <T>', '<S> agreed to do something for <T>']	past
	9	Germany and UNICEF hand over 30 vehicles to support mobile health and nutrition services for children in Afar and Somali regions.	<s>Germany and UNICEF</s> hand over 30 vehicles to support mobile health and nutrition services for <t>children in Afar and Somali regions</t>.	Germany and UNICEF	children in Afar and Somali regions	2	1	AGREE	COOPERATE	2	COOPERATE	2	COOPERATE	['<S> cooperated with <T>', '<S> added aid to <T>', '<S> expressed support for <T>', '<S> agreed to do something for <T>']	['<S> cooperated with <T>', '<S> added aid to <T>', '<S> agreed to do something for <T>', '<S> expressed support for <T>']	past
	188	The Swiss government gave account information of the account holders which includes their names, addresses and account balance to the Indian government.	<s>The Swiss government</s> gave account information of the account holders which includes their names, addresses and account balance to <t>the Indian government</t>.	The Swiss government	the Indian government	2	1	AGREE	COOPERATE	2	COOPERATE	2	COOPERATE	['<S> shared information with <T>', '<S> cooperated with <T>', '<S> provided rights to <T>']	['<S> shared information with <T>', '<S> cooperated with <T>', '<S> provided rights to <T>']	past
	91	The war game, code-named infinite moonlight 96 was staged by U.S. marines and Jordanian armed forces.	The war game, code-named infinite moonlight 96 was staged by <s>U.S. marines</s> and <t>Jordanian armed forces</t>.	U.S. marines	Jordanian armed forces	2	2	COOPERATE	COOPERATE	2	COOPERATE	2	COOPERATE	['<S> cooperated with <T>', '<S> met with <T>']	['<S> cooperated with <T>', '<S> met with <T>']	past
	126	The US authorities shared evidence with their Chinese counterparts regarding a suspected child sexual abuser.	<s>The US authorities</s> shared evidence with <t>their Chinese counterparts</t> regarding a suspected child sexual abuser.	The US authorities	their Chinese counterparts	2	2	COOPERATE	COOPERATE	2	COOPERATE	2	COOPERATE	['<S> shared information with <T>', '<S> cooperated with <T>']	['<S> shared information with <T>', '<S> cooperated with <T>']	past
	274	US and Western allies launch war games near Iran waters.	<s>US</s> and <t>Western allies</t> launch war games near Iran waters.	US	Western allies	2	2	COOPERATE	COOPERATE	2	COOPERATE	2	COOPERATE	['<S> cooperated with <T>']	['<S> cooperated with <T>']	past
	323	The armies of Brazil and Argentina performed a joint war games in October to create bi-national units for peace missions in south america.	<s>The armies of Brazil</s> and <t>Argentina</t> performed a joint war games in October to create bi-national units for peace missions in south america.	The armies of Brazil	Argentina	2	2	COOPERATE	COOPERATE	2	COOPERATE	2	COOPERATE	['<S> cooperated with <T>', '<S> met with <T>']	['<S> cooperated with <T>', '<S> met with <T>']	past
	397	The Jordan and the United States began a new round of joint military exercises today in the southern desert of the kingdom.	<s>The Jordan</s> and <t>the United States</t> began a new round of joint military exercises today in the southern desert of the kingdom.	The Jordan	the United States	2	2	COOPERATE	COOPERATE	1	CONSULT	1	CONSULT	['<S> met with <T>', '<S> cooperated with <T>']	['<S> met with <T>', '<S> cooperated with <T>']	past
	582	Some 163 Chinese peacekeepers who are part of the first group of a 331-strong troops arrived in South Sudan on Thursday for peacekeeping mission.	<s>Some 163 Chinese peacekeepers</s> who are part of the first group of a 331-strong troops arrived in <t>South Sudan</t> on Thursday for peacekeeping mission.	Some 163 Chinese peacekeepers	South Sudan	2	2	COOPERATE	COOPERATE	1	AGREE	1	AGREE	['<S> agreed to do something for <T>', '<S> allowed entry of <T>']	['<S> agreed to do something for <T>', '<S> allowed entry of <T>']	past
	726	The US military trains Iraqi pilots to fly F-16s at the request of Iraq's government, Roberts said.	<s>The US military</s> trains <t>Iraqi pilots</t> to fly F-16s at the request of Iraq's government, Roberts said.	The US military	Iraqi pilots	2	2	COOPERATE	COOPERATE	2	COOPERATE	2	COOPERATE	['<S> cooperated with <T>', '<S> agreed to do something for <T>', '<S> allowed entry of <T>', '<S> added aid to <T>']	['<S> cooperated with <T>', '<S> agreed to do something for <T>', '<S> allowed entry of <T>', '<S> added aid to <T>']	past
	780	Turkish officials shared evidence with Saudi Arabia and other nations over Khashoggi's killing.	<s>Turkish</s> officials shared evidence with <t>Saudi Arabia</t> and other nations over Khashoggi's killing.	Turkish	Saudi Arabia	2	2	COOPERATE	COOPERATE	2	COOPERATE	2	COOPERATE	['<S> shared information with <T>', '<S> cooperated with <T>', '<S> met with <T>', '<S> investigated something of <T>']	['<S> shared information with <T>', '<S> cooperated with <T>', '<S> met with <T>', '<S> investigated something of <T>']	past
	809	U.S federal investigators shared evidence with India this week against David Headley, an American national previously accused of plotting to attack a Danish newspaper for publishing cartoons of the Prophet Mohammad.	<s>U.S federal investigators</s> shared evidence with <t>India</t> this week against David Headley, an American national previously accused of plotting to attack a Danish newspaper for publishing cartoons of the Prophet Mohammad.	U.S federal investigators	India	2	2	COOPERATE	COOPERATE	2	COOPERATE	2	COOPERATE	['<S> shared information with <T>', '<S> cooperated with <T>', '<S> met with <T>']	['<S> shared information with <T>', '<S> cooperated with <T>', '<S> met with <T>']	past
	925	Swiss federal prosecutors have shared evidence with the U.S. Department of Justice which has secured more than 40 guilty pleas, convictions and indictments in its ongoing soccer investigation.	<s>Swiss federal prosecutors</s> have shared evidence with <t>the U.S. Department of Justice</t> which has secured more than 40 guilty pleas, convictions and indictments in its ongoing soccer investigation.	Swiss federal prosecutors	the U.S. Department of Justice	2	2	COOPERATE	COOPERATE	2	COOPERATE	2	COOPERATE	['<S> shared information with <T>', '<S> cooperated with <T>', '<S> added aid to <T>', '<S> met with <T>']	['<S> shared information with <T>', '<S> cooperated with <T>', '<S> added aid to <T>', '<S> met with <T>']	past
	986	The U.S. Army training team developed the comprehensive seven-week course following an invitation from the Nigerian government.	<s>The U.S. Army training team</s> developed the comprehensive seven-week course following an invitation from <t>the Nigerian government</t>.	The U.S. Army training team	the Nigerian government	2	2	COOPERATE	COOPERATE	2	COOPERATE	2	COOPERATE	['<S> cooperated with <T>', '<S> allowed entry of <T>']	['<S> cooperated with <T>', '<S> allowed entry of <T>']	past
	1013	Cooperation between the Philippines and the United States on intelligence sharing against terrorism were strengthened along these past few years, a visiting senior US military official said Wednesday.	Cooperation between the <s>Philippines</s> and the <t>United States</t> on intelligence sharing against terrorism were strengthened along these past few years, a visiting senior US military official said Wednesday.	Philippines	United States	2	2	COOPERATE	COOPERATE	2	COOPERATE	2	COOPERATE	['<S> cooperated with <T>', '<S> shared information with <T>']	['<S> cooperated with <T>', '<S> shared information with <T>']	past
	596	NATO strengthened its forces in Europe to stop possible Russian military action after Russia seized Crimea from Ukraine in 2014.	<s>NATO</s> strengthened its forces in <t>Europe</t> to stop possible Russian military action after Russia seized Crimea from Ukraine in 2014.	NATO	Europe	4	4	MOBILIZE	COOPERATE	4	MOBILIZE	4	MOBILIZE	['<S> increased forces in <T>']	['<S> increased forces in <T>']	past
	182	Pakistan summoned France's ambassador Monday to complain about a systematic Islamophobic campaign in the European nation.	<s>Pakistan</s> summoned <t>France's ambassador</t> Monday to complain about a systematic Islamophobic campaign in the European nation.	Pakistan	France's ambassador	3	3	ACCUSE	REQUEST	3	REQUEST	3	REQUEST	['<S> demanded something from <T>', '<S> expressed complaints of <T>', '<S> met with <T>', '<S> held a talk with <T>', '<S> accused <T> of something']	['<S> demanded something from <T>', '<S> expressed complaints of <T>', '<S> met with <T>', '<S> held a talk with <T>', '<S> accused <T> of something']	past
	77	Foreign Minister H E Dr Khalid bin Mohamed Al Attiyah said that all political forces in Yemen must provide the necessary support to the legitimate Yemeni authorities, to achieve the aspirations of the Yemeni people.	<s>Foreign Minister H E Dr Khalid bin Mohamed Al Attiyah</s> said that <t>all political forces in Yemen</t> must provide the necessary support to the legitimate Yemeni authorities, to achieve the aspirations of the Yemeni people.	Foreign Minister H E Dr Khalid bin Mohamed Al Attiyah	all political forces in Yemen	3	3	REQUEST	REQUEST	3	REQUEST	3	REQUEST	['<S> demanded something from <T>']	['<S> demanded something from <T>']	past
	82	In December 2005, Eritrea demanded the withdrawal of US, Canadian, European, and Russian staff from UNMEE.	In December 2005, <s>Eritrea</s> demanded the withdrawal of <t>US, Canadian, European, and Russian staff from UNMEE</t>.	Eritrea	US, Canadian, European, and Russian staff from UNMEE	3	3	REQUEST	REQUEST	3	REQUEST	3	REQUEST	['<S> demanded something from <T>', '<S> expressed complaints of <T>', '<S> threatened something against <T>']	['<S> demanded something from <T>', '<S> expressed complaints of <T>', '<S> threatened something against <T>']	past
	125	After a dispute regarding rights to levy import duty, the French administration demanded the withdrawal of all Vietminh forces from the port of Haiphong.	After a dispute regarding rights to levy import duty, <s>the French administration</s> demanded the withdrawal of all <t>Vietminh forces</t> from the port of Haiphong.	the French administration	Vietminh forces	3	3	REQUEST	REQUEST	3	REQUEST	3	REQUEST	['<S> demanded something from <T>', '<S> expressed complaints of <T>', '<S> threatened something against <T>', '<S> investigated something of <T>']	['<S> demanded something from <T>', '<S> expressed complaints of <T>', '<S> threatened something against <T>', '<S> investigated something of <T>']	past
	136	Member of Parliament Tanmanjeet Singh Dhesi demanded that the prime minister apologize for comments about Muslim women in a newspaper column.	<s>Member of Parliament Tanmanjeet Singh Dhesi</s> demanded that <t>the prime minister</t> apologize for comments about Muslim women in a newspaper column.	Member of Parliament Tanmanjeet Singh Dhesi	the prime minister	3	3	REQUEST	REQUEST	3	REQUEST	3	REQUEST	['<S> demanded something from <T>', '<S> accused <T> of something', '<S> expressed complaints of <T>']	['<S> demanded something from <T>', '<S> accused <T> of something', '<S> expressed complaints of <T>']	past
